,team_name,X,Y,Z,tick,steamid,name
3,TERRORIST,-1924.0309,-574.87085,11776.031,94983,76561198385657675,kauez_
4,CT,-965.5359,-360.15338,11776.031,94983,76561198095896540,docz1n
5,CT,-921.2731,-502.90698,11776.031,94983,76561198135228658,gafolo
6,CT,-2258.8606,741.17206,11757.701,94983,76561198307734468,rdn---
7,TERRORIST,-1961.2238,-433.19275,11552.031,94983,76561198377335846,snow_-_
8,CT,-2191.633,538.8577,11763.698,94983,76561198809462276,koaLx
9,CT,-807.5713,-535.3155,11814.93,94983,76561198858681422,pepe--
0,TERRORIST,-1192.7631,-95.09973,11488.031,95047,76561198350342505,nqz-
1,TERRORIST,-1128.332,-106.368774,11488.031,95047,76561198074017668,lux1-
2,TERRORIST,-1282.1625,-119.8302,11488.031,95047,76561198015308884,biguzera-
3,TERRORIST,-1924.0309,-574.87085,11828.684,95047,76561198385657675,kauez_
4,CT,-956.6317,-434.02496,11777.031,95047,76561198095896540,docz1n
5,CT,-1080.5487,-682.6926,11776.031,95047,76561198135228658,gafolo
6,CT,-2278.771,781.8012,11744.031,95047,76561198307734468,rdn---
7,TERRORIST,-2015.8829,-457.98315,11552.031,95047,76561198377335846,snow_-_
8,CT,-2259.264,570.5367,11744.031,95047,76561198809462276,koaLx
9,CT,-601.06793,-654.5693,11776.031,95047,76561198858681422,pepe--
0,TERRORIST,-998.689,-31.01239,11540.801,95111,76561198350342505,nqz-
1,TERRORIST,-901.44775,-198.8374,11488.031,95111,76561198074017668,lux1-
2,TERRORIST,-1156.9204,-121.52368,11488.031,95111,76561198015308884,biguzera-
3,TERRORIST,-1944.3767,-552.94244,11776.031,95111,76561198385657675,kauez_
4,CT,-979.2257,-246.98462,11776.031,95111,76561198095896540,docz1n
5,CT,-1104.3536,-914.87604,11776.031,95111,76561198135228658,gafolo
6,CT,-2292.3782,790.4253,11744.031,95111,76561198307734468,rdn---
7,TERRORIST,-2051.8687,-432.03162,11550.101,95111,76561198377335846,snow_-_
8,CT,-2206.752,547.97626,11758.931,95111,76561198809462276,koaLx
9,CT,-376.3822,-739.2928,11779.337,95111,76561198858681422,pepe--
0,TERRORIST,-906.1079,1.933505,11520.031,95175,76561198350342505,nqz-
1,TERRORIST,-682.0342,-285.239,11488.031,95175,76561198074017668,lux1-
2,TERRORIST,-1061.363,-181.81653,11488.031,95175,76561198015308884,biguzera-
3,TERRORIST,-1900.2063,-507.32843,11776.031,95175,76561198385657675,kauez_
4,CT,-952.61206,-91.652466,11776.031,95175,76561198095896540,docz1n
5,CT,-1113.2972,-1110.1049,11776.031,95175,76561198135228658,gafolo
6,CT,-2311.1687,760.69946,11744.031,95175,76561198307734468,rdn---
7,TERRORIST,-2040.5365,-432.0631,11552.031,95175,76561198377335846,snow_-_
8,CT,-2183.8245,538.18756,11766.16,95175,76561198809462276,koaLx
9,CT,-416.11255,-877.80676,11805.031,95175,76561198858681422,pepe--
0,TERRORIST,-908.6903,1.3118352,11520.031,95239,76561198350342505,nqz-
1,TERRORIST,-628.0314,-338.0053,11492.031,95239,76561198074017668,lux1-
2,TERRORIST,-1049.0685,-309.5216,11488.031,95239,76561198015308884,biguzera-
3,TERRORIST,-1724.614,-512.33466,11776.031,95239,76561198385657675,kauez_
4,CT,-979.17847,68.46689,11776.031,95239,76561198095896540,docz1n
5,CT,-1053.9672,-1216.9114,11776.031,95239,76561198135228658,gafolo
6,CT,-2285.8374,755.9055,11744.031,95239,76561198307734468,rdn---
7,TERRORIST,-2026.3177,-432.19727,11552.031,95239,76561198377335846,snow_-_
8,CT,-2233.116,539.1996,11750.618,95239,76561198809462276,koaLx
9,CT,-340.66638,-1013.69104,11776.031,95239,76561198858681422,pepe--
0,TERRORIST,-913.631,-0.3145752,11520.031,95303,76561198350342505,nqz-
1,TERRORIST,-589.94116,-280.06097,11488.031,95303,76561198074017668,lux1-
2,TERRORIST,-1014.396,-431.45575,11488.031,95303,76561198015308884,biguzera-
3,TERRORIST,-1590.7936,-527.9571,11776.031,95303,76561198385657675,kauez_
4,CT,-978.6016,72.94512,11776.031,95303,76561198095896540,docz1n
5,CT,-1006.0456,-1222.0787,11773.016,95303,76561198135228658,gafolo
6,CT,-2277.457,704.4663,11744.031,95303,76561198307734468,rdn---
7,TERRORIST,-2024.3705,-432.75232,11552.031,95303,76561198377335846,snow_-_
8,CT,-2226.407,544.7662,11752.733,95303,76561198809462276,koaLx
9,CT,-476.3009,-1197.2406,11759.56,95303,76561198858681422,pepe--
0,TERRORIST,-954.3238,-9.851929,11520.031,95367,76561198350342505,nqz-
1,TERRORIST,-592.409,-297.646,11488.031,95367,76561198074017668,lux1-
2,TERRORIST,-1006.26086,-455.77417,11488.031,95367,76561198015308884,biguzera-
3,TERRORIST,-1562.2065,-524.10095,11776.031,95367,76561198385657675,kauez_
4,CT,-989.97406,63.06636,11776.031,95367,76561198095896540,docz1n
5,CT,-986.07434,-1297.5559,11758.684,95367,76561198135228658,gafolo
6,CT,-2312.176,783.24835,11744.031,95367,76561198307734468,rdn---
7,TERRORIST,-2128.1172,-478.27704,11511.977,95367,76561198377335846,snow_-_
8,CT,-2218.2622,547.2957,11755.302,95367,76561198809462276,koaLx
9,CT,-665.1851,-1211.5729,11648.031,95367,76561198858681422,pepe--
0,TERRORIST,-950.09045,-26.185242,11488.031,95431,76561198350342505,nqz-
1,TERRORIST,-628.0933,-375.69226,11492.031,95431,76561198074017668,lux1-
2,TERRORIST,-1049.5626,-408.81274,11488.031,95431,76561198015308884,biguzera-
3,TERRORIST,-1513.0309,-558.3206,11776.031,95431,76561198385657675,kauez_
4,CT,-965.1235,1.5374541,11776.031,95431,76561198095896540,docz1n
5,CT,-944.4064,-1414.4113,11776.031,95431,76561198135228658,gafolo
6,CT,-2324.9895,752.4738,11744.031,95431,76561198307734468,rdn---
7,TERRORIST,-2125.0981,-478.0641,11513.486,95431,76561198377335846,snow_-_
8,CT,-2221.9465,548.9325,11754.14,95431,76561198809462276,koaLx
9,CT,-562.7683,-1201.1829,11679.11,95431,76561198858681422,pepe--
0,TERRORIST,-893.6338,-29.732422,11488.031,95495,76561198350342505,nqz-
1,TERRORIST,-642.87335,-423.0512,11490.01,95495,76561198074017668,lux1-
2,TERRORIST,-1067.3462,-390.47272,11488.031,95495,76561198015308884,biguzera-
3,TERRORIST,-1513.0315,-558.2728,11776.031,95495,76561198385657675,kauez_
4,CT,-989.3643,60.976974,11776.031,95495,76561198095896540,docz1n
5,CT,-956.7236,-1408.6431,11776.031,95495,76561198135228658,gafolo
6,CT,-2389.1006,731.9725,11744.031,95495,76561198307734468,rdn---
7,TERRORIST,-2018.7562,-447.81873,11552.031,95495,76561198377335846,snow_-_
8,CT,-2218.8162,547.8245,11755.127,95495,76561198809462276,koaLx
9,CT,-613.58765,-1171.4958,11662.17,95495,76561198858681422,pepe--
0,TERRORIST,-875.58026,-45.79547,11488.031,95559,76561198350342505,nqz-
1,TERRORIST,-634.03125,-467.5205,11496.308,95559,76561198074017668,lux1-
2,TERRORIST,-1043.2457,-283.39673,11488.031,95559,76561198015308884,biguzera-
3,TERRORIST,-1525.5972,-518.05994,11776.031,95559,76561198385657675,kauez_
4,CT,-991.63214,43.57093,11776.031,95559,76561198095896540,docz1n
5,CT,-943.2405,-1421.6398,11776.031,95559,76561198135228658,gafolo
6,CT,-2492.7544,693.65466,11744.031,95559,76561198307734468,rdn---
7,TERRORIST,-1981.586,-357.4934,11552.031,95559,76561198377335846,snow_-_
8,CT,-2196.2227,540.1891,11762.251,95559,76561198809462276,koaLx
9,CT,-656.0313,-1108.0312,11648.031,95559,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103512,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103512,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103512,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103512,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103512,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103512,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103512,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103512,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103512,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103512,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103512,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103512,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103512,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103512,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103512,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103512,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103512,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103512,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103512,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103512,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103576,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103576,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103576,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103576,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103576,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103576,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103576,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103576,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103576,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103576,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103640,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103640,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103640,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103640,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103640,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103640,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103640,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103640,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103640,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103640,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103704,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103704,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103704,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103704,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103704,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103704,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103704,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103704,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103704,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103704,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103768,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103768,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103768,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103768,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103768,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103768,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103768,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103768,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103768,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103768,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103832,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103832,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103832,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103832,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103832,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103832,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103832,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103832,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103832,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103832,76561198858681422,pepe--
0,CT,-1189.3397,862.16864,11776.031,103896,76561198350342505,nqz-
1,CT,-929.6314,918.6384,11776.031,103896,76561198074017668,lux1-
2,CT,-1126.5762,925.89246,11776.031,103896,76561198015308884,biguzera-
3,CT,-860.1436,940.28204,11776.031,103896,76561198385657675,kauez_
4,TERRORIST,-1502.5718,-1360.8275,11488.031,103896,76561198095896540,docz1n
5,TERRORIST,-1439.7609,-1322.0359,11488.031,103896,76561198135228658,gafolo
6,TERRORIST,-1468.8372,-1194.3975,11488.031,103896,76561198307734468,rdn---
7,CT,-1044.0262,924.3055,11776.031,103896,76561198377335846,snow_-_
8,TERRORIST,-1411.3145,-1130.3131,11488.031,103896,76561198809462276,koaLx
9,TERRORIST,-1439.5718,-1251.7084,11488.031,103896,76561198858681422,pepe--
0,CT,-1169.9779,777.84705,11776.031,103960,76561198350342505,nqz-
1,CT,-1016.12665,916.9318,11776.031,103960,76561198074017668,lux1-
2,CT,-1107.5668,847.6057,11776.031,103960,76561198015308884,biguzera-
3,CT,-922.78613,888.5446,11776.031,103960,76561198385657675,kauez_
4,TERRORIST,-1551.1345,-1289.2085,11488.031,103960,76561198095896540,docz1n
5,TERRORIST,-1391.7201,-1259.2498,11488.031,103960,76561198135228658,gafolo
6,TERRORIST,-1543.2272,-1150.2294,11488.031,103960,76561198307734468,rdn---
7,CT,-1124.2515,937.5725,11776.031,103960,76561198377335846,snow_-_
8,TERRORIST,-1495.0182,-1110.9912,11488.031,103960,76561198809462276,koaLx
9,TERRORIST,-1505.6078,-1195.8035,11488.031,103960,76561198858681422,pepe--
0,CT,-1114.0076,534.25305,11777.031,104024,76561198350342505,nqz-
1,CT,-1265.7683,906.3579,11776.031,104024,76561198074017668,lux1-
2,CT,-1063.7501,618.68445,11776.031,104024,76561198015308884,biguzera-
3,CT,-1043.1846,698.30176,11776.031,104024,76561198385657675,kauez_
4,TERRORIST,-1710.9949,-1139.5421,11488.031,104024,76561198095896540,docz1n
5,TERRORIST,-1585.0784,-1150.8323,11488.031,104024,76561198135228658,gafolo
6,TERRORIST,-1753.5587,-1016.60486,11488.031,104024,76561198307734468,rdn---
7,CT,-1367.4135,903.1984,11776.031,104024,76561198377335846,snow_-_
8,TERRORIST,-1702.0262,-1058.0015,11488.031,104024,76561198809462276,koaLx
9,TERRORIST,-1722.1151,-1106.0895,11488.031,104024,76561198858681422,pepe--
0,CT,-1058.0232,290.6025,11776.031,104088,76561198350342505,nqz-
1,CT,-1501.3301,841.40594,11776.031,104088,76561198074017668,lux1-
2,CT,-1049.4148,371.32202,11776.031,104088,76561198015308884,biguzera-
3,CT,-1070.9214,455.29797,11777.031,104088,76561198385657675,kauez_
4,TERRORIST,-1773.6705,-965.80914,11488.031,104088,76561198095896540,docz1n
5,TERRORIST,-1804.2074,-1050.577,11488.031,104088,76561198135228658,gafolo
6,TERRORIST,-1652.3711,-856.59247,11488.031,104088,76561198307734468,rdn---
7,CT,-1592.3673,812.36743,11779.412,104088,76561198377335846,snow_-_
8,TERRORIST,-1733.3555,-892.9411,11488.031,104088,76561198809462276,koaLx
9,TERRORIST,-1800.1989,-921.1492,11488.031,104088,76561198858681422,pepe--
0,CT,-997.8973,47.992718,11776.031,104152,76561198350342505,nqz-
1,CT,-1707.688,709.2541,11776.031,104152,76561198074017668,lux1-
2,CT,-1003.227,129.11185,11776.031,104152,76561198015308884,biguzera-
3,CT,-1029.1509,208.91432,11776.031,104152,76561198385657675,kauez_
4,TERRORIST,-1671.7914,-845.17194,11488.031,104152,76561198095896540,docz1n
5,TERRORIST,-1716.8406,-872.50116,11488.031,104152,76561198135228658,gafolo
6,TERRORIST,-1518.9498,-753.79004,11488.031,104152,76561198307734468,rdn---
7,CT,-1816.394,896.17017,11776.031,104152,76561198377335846,snow_-_
8,TERRORIST,-1585.308,-741.36334,11488.031,104152,76561198809462276,koaLx
9,TERRORIST,-1603.7126,-785.4255,11488.031,104152,76561198858681422,pepe--
0,CT,-930.4645,-192.71143,11776.031,104216,76561198350342505,nqz-
1,CT,-1936.874,641.826,11776.031,104216,76561198074017668,lux1-
2,CT,-918.7239,-99.22131,11776.031,104216,76561198015308884,biguzera-
3,CT,-982.07294,-35.759583,11776.031,104216,76561198385657675,kauez_
4,TERRORIST,-1597.7023,-622.75885,11488.031,104216,76561198095896540,docz1n
5,TERRORIST,-1590.0485,-736.6825,11488.031,104216,76561198135228658,gafolo
6,TERRORIST,-1497.1758,-628.65125,11488.031,104216,76561198307734468,rdn---
7,CT,-2027.3535,977.23706,11744.031,104216,76561198377335846,snow_-_
8,TERRORIST,-1529.2072,-647.3688,11488.031,104216,76561198809462276,koaLx
9,TERRORIST,-1505.414,-693.7705,11488.031,104216,76561198858681422,pepe--
0,CT,-870.8931,-435.5017,11777.031,104280,76561198350342505,nqz-
1,CT,-2126.5789,572.77216,11779.031,104280,76561198074017668,lux1-
2,CT,-712.6767,-191.10596,11776.031,104280,76561198015308884,biguzera-
3,CT,-936.4431,-281.5597,11776.031,104280,76561198385657675,kauez_
4,TERRORIST,-1498.3737,-393.86328,11488.031,104280,76561198095896540,docz1n
5,TERRORIST,-1587.1674,-610.70013,11488.031,104280,76561198135228658,gafolo
6,TERRORIST,-1499.5009,-498.91986,11488.031,104280,76561198307734468,rdn---
7,CT,-2251.462,981.2236,11744.031,104280,76561198377335846,snow_-_
8,TERRORIST,-1518.3883,-561.4492,11488.031,104280,76561198809462276,koaLx
9,TERRORIST,-1540.1779,-605.0787,11488.031,104280,76561198858681422,pepe--
0,CT,-741.93976,-604.27844,11776.031,104344,76561198350342505,nqz-
1,CT,-2229.7415,548.7202,11751.682,104344,76561198074017668,lux1-
2,CT,-486.84424,-274.456,11776.031,104344,76561198015308884,biguzera-
3,CT,-921.08057,-521.60443,11776.031,104344,76561198385657675,kauez_
4,TERRORIST,-1376.7046,-177.55164,11488.031,104344,76561198095896540,docz1n
5,TERRORIST,-1564.1041,-493.4629,11488.031,104344,76561198135228658,gafolo
6,TERRORIST,-1447.6681,-380.84058,11488.031,104344,76561198307734468,rdn---
7,CT,-2136.9702,960.3024,11744.031,104344,76561198377335846,snow_-_
8,TERRORIST,-1487.1509,-438.5547,11488.031,104344,76561198809462276,koaLx
9,TERRORIST,-1532.0061,-480.5227,11488.031,104344,76561198858681422,pepe--
0,CT,-512.37537,-702.816,11785.46,104408,76561198350342505,nqz-
1,CT,-2338.2864,574.5242,11744.031,104408,76561198074017668,lux1-
2,CT,-482.08398,-487.7022,11776.031,104408,76561198015308884,biguzera-
3,CT,-1088.1091,-693.23364,11776.031,104408,76561198385657675,kauez_
4,TERRORIST,-1157.1473,-82.33276,11488.031,104408,76561198095896540,docz1n
5,TERRORIST,-1568.9033,-368.1161,11488.031,104408,76561198135228658,gafolo
6,TERRORIST,-1383.9526,-267.52435,11488.031,104408,76561198307734468,rdn---
7,CT,-2124.5588,954.0314,11744.031,104408,76561198377335846,snow_-_
8,TERRORIST,-1434.3716,-323.8324,11488.031,104408,76561198809462276,koaLx
9,TERRORIST,-1473.3785,-365.8448,11488.031,104408,76561198858681422,pepe--
0,CT,-336.79004,-829.0254,11776.031,104472,76561198350342505,nqz-
1,CT,-2446.661,631.89575,11744.031,104472,76561198074017668,lux1-
2,CT,-503.96838,-516.6779,11776.031,104472,76561198015308884,biguzera-
3,CT,-1122.761,-836.7345,11776.031,104472,76561198385657675,kauez_
4,TERRORIST,-914.2183,-86.94208,11500.912,104472,76561198095896540,docz1n
5,TERRORIST,-1516.5997,-254.43396,11488.031,104472,76561198135228658,gafolo
6,TERRORIST,-1319.0035,-155.00458,11488.031,104472,76561198307734468,rdn---
7,CT,-2106.9773,955.56586,11744.031,104472,76561198377335846,snow_-_
8,TERRORIST,-1368.4623,-214.0476,11488.031,104472,76561198809462276,koaLx
9,TERRORIST,-1438.2136,-246.3103,11488.031,104472,76561198858681422,pepe--
0,CT,-929.6314,918.6384,11776.031,110492,76561198350342505,nqz-
1,CT,-860.1436,940.28204,11776.031,110492,76561198074017668,lux1-
2,CT,-1044.0262,924.3055,11776.031,110492,76561198015308884,biguzera-
3,CT,-1189.3397,862.16864,11776.031,110492,76561198385657675,kauez_
4,TERRORIST,-1411.3145,-1130.3131,11488.031,110492,76561198095896540,docz1n
5,TERRORIST,-1439.5718,-1251.7084,11488.031,110492,76561198135228658,gafolo
6,TERRORIST,-1502.5718,-1360.8275,11488.031,110492,76561198307734468,rdn---
7,CT,-1126.5762,925.89246,11776.031,110492,76561198377335846,snow_-_
8,TERRORIST,-1439.7609,-1322.0359,11488.031,110492,76561198809462276,koaLx
9,TERRORIST,-1468.8372,-1194.3975,11488.031,110492,76561198858681422,pepe--
0,CT,-929.6314,918.6384,11776.031,110492,76561198350342505,nqz-
1,CT,-860.1436,940.28204,11776.031,110492,76561198074017668,lux1-
2,CT,-1044.0262,924.3055,11776.031,110492,76561198015308884,biguzera-
3,CT,-1189.3397,862.16864,11776.031,110492,76561198385657675,kauez_
4,TERRORIST,-1411.3145,-1130.3131,11488.031,110492,76561198095896540,docz1n
5,TERRORIST,-1439.5718,-1251.7084,11488.031,110492,76561198135228658,gafolo
6,TERRORIST,-1502.5718,-1360.8275,11488.031,110492,76561198307734468,rdn---
7,CT,-1126.5762,925.89246,11776.031,110492,76561198377335846,snow_-_
8,TERRORIST,-1439.7609,-1322.0359,11488.031,110492,76561198809462276,koaLx
9,TERRORIST,-1468.8372,-1194.3975,11488.031,110492,76561198858681422,pepe--
0,CT,-1014.98914,732.27673,11776.031,110556,76561198350342505,nqz-
1,CT,-1016.87524,813.6581,11776.031,110556,76561198074017668,lux1-
2,CT,-1240.3159,927.7338,11776.031,110556,76561198015308884,biguzera-
3,CT,-1148.7219,654.62506,11776.031,110556,76561198385657675,kauez_
4,TERRORIST,-1617.1913,-1085.6177,11488.031,110556,76561198095896540,docz1n
5,TERRORIST,-1606.7633,-1130.1423,11488.031,110556,76561198135228658,gafolo
6,TERRORIST,-1667.4985,-1243.3656,11488.031,110556,76561198307734468,rdn---
7,CT,-1333.8058,906.3153,11776.031,110556,76561198377335846,snow_-_
8,TERRORIST,-1620.743,-1298.4944,11488.031,110556,76561198809462276,koaLx
9,TERRORIST,-1652.5071,-1094.8748,11488.031,110556,76561198858681422,pepe--
0,CT,-1044.4565,485.26556,11776.031,110620,76561198350342505,nqz-
1,CT,-1066.8856,574.3534,11776.031,110620,76561198074017668,lux1-
2,CT,-1478.659,899.71875,11776.031,110620,76561198015308884,biguzera-
3,CT,-1100.4857,409.3228,11776.031,110620,76561198385657675,kauez_
4,TERRORIST,-1772.9086,-978.68585,11488.031,110620,76561198095896540,docz1n
5,TERRORIST,-1805.6345,-1019.9136,11488.031,110620,76561198135228658,gafolo
6,TERRORIST,-1685.3895,-1133.6781,11488.031,110620,76561198307734468,rdn---
7,CT,-1553.0754,797.79333,11776.031,110620,76561198377335846,snow_-_
8,TERRORIST,-1858.4868,-1267.6864,11518.278,110620,76561198809462276,koaLx
9,TERRORIST,-1760.3464,-902.1214,11488.031,110620,76561198858681422,pepe--
0,CT,-1014.8476,237.67273,11776.031,110684,76561198350342505,nqz-
1,CT,-1047.8591,325.1625,11776.031,110684,76561198074017668,lux1-
2,CT,-1468.2789,920.6296,11776.031,110684,76561198015308884,biguzera-
3,CT,-1051.5795,164.1529,11776.031,110684,76561198385657675,kauez_
4,TERRORIST,-1620.3475,-813.27014,11488.031,110684,76561198095896540,docz1n
5,TERRORIST,-1766.2991,-825.91254,11488.031,110684,76561198135228658,gafolo
6,TERRORIST,-1628.0538,-1133.0785,11488.031,110684,76561198307734468,rdn---
7,CT,-1763.5339,663.98505,11776.031,110684,76561198377335846,snow_-_
8,TERRORIST,-2095.8315,-1198.3138,11649.158,110684,76561198809462276,koaLx
9,TERRORIST,-1598.1456,-725.6119,11488.031,110684,76561198858681422,pepe--
0,CT,-964.4902,-7.20282,11776.031,110748,76561198350342505,nqz-
1,CT,-1000.6134,79.79991,11776.031,110748,76561198074017668,lux1-
2,CT,-1224.1288,968.1189,11776.031,110748,76561198015308884,biguzera-
3,CT,-1003.01306,-81.08429,11776.031,110748,76561198385657675,kauez_
4,TERRORIST,-1509.4813,-591.7882,11488.031,110748,76561198095896540,docz1n
5,TERRORIST,-1779.5535,-895.49304,11488.031,110748,76561198135228658,gafolo
6,TERRORIST,-1823.5692,-1010.08734,11488.031,110748,76561198307734468,rdn---
7,CT,-1999.7306,603.00745,11776.031,110748,76561198377335846,snow_-_
8,TERRORIST,-2163.7095,-968.51984,11727.775,110748,76561198809462276,koaLx
9,TERRORIST,-1522.986,-493.74036,11488.031,110748,76561198858681422,pepe--
0,CT,-913.6133,-251.97083,11776.031,110812,76561198350342505,nqz-
1,CT,-942.91486,-163.41449,11776.031,110812,76561198074017668,lux1-
2,CT,-1213.1217,927.2562,11776.031,110812,76561198015308884,biguzera-
3,CT,-959.17346,-326.63702,11776.031,110812,76561198385657675,kauez_
4,TERRORIST,-1443.9398,-368.59583,11488.031,110812,76561198095896540,docz1n
5,TERRORIST,-1601.3765,-755.2026,11488.031,110812,76561198135228658,gafolo
6,TERRORIST,-2012.9292,-846.9612,11488.031,110812,76561198307734468,rdn---
7,CT,-2172.4802,551.6603,11769.737,110812,76561198377335846,snow_-_
8,TERRORIST,-2233.7239,-787.2851,11776.031,110812,76561198809462276,koaLx
9,TERRORIST,-1417.1583,-267.44043,11488.031,110812,76561198858681422,pepe--
0,CT,-846.2589,-490.52563,11776.031,110876,76561198350342505,nqz-
1,CT,-891.949,-404.48694,11777.031,110876,76561198074017668,lux1-
2,CT,-1446.8351,859.05725,11776.031,110876,76561198015308884,biguzera-
3,CT,-951.8468,-560.25354,11776.031,110876,76561198385657675,kauez_
4,TERRORIST,-1335.2238,-154.55652,11488.031,110876,76561198095896540,docz1n
5,TERRORIST,-1525.7656,-524.82623,11488.031,110876,76561198135228658,gafolo
6,TERRORIST,-2184.1292,-667.96075,11488.031,110876,76561198307734468,rdn---
7,CT,-2188.95,538.0313,11764.544,110876,76561198377335846,snow_-_
8,TERRORIST,-2357.9836,-681.43713,11776.031,110876,76561198809462276,koaLx
9,TERRORIST,-1258.387,-93.87128,11488.031,110876,76561198858681422,pepe--
0,CT,-717.106,-686.50757,11776.031,110940,76561198350342505,nqz-
1,CT,-750.7331,-592.5678,11776.031,110940,76561198074017668,lux1-
2,CT,-1524.078,673.0313,11841.657,110940,76561198015308884,biguzera-
3,CT,-1100.9464,-755.34186,11776.031,110940,76561198385657675,kauez_
4,TERRORIST,-1094.6016,-118.78253,11488.031,110940,76561198095896540,docz1n
